56086834	Requirements gathering questionarie templete	I have a client who ask me to redesign his e-learning website,and we had a first call he explained everything about his website.Now how I prepare a questionnaire template for asking him about all the functionalities in the website and about the design of the website.  Thanks in advance. 	TRUE
31684375	Automatically create requirements.txt	Sometimes I download the python source code from github and don't know how to install all the dependencies. If there is no requirements.txt file I have to create it by hands.  The question is: Given the python source code directory is it possible to create requirements.txt automatically from the import section? 	
56010337	Amazon sagemaker. SKlearn estimator vs Tensorflow estimator - why requirements_file is not present in one of them?	I am looking at definitions of two estimators SKLearn and Tensorflow in Amazon Sagemaker:  SKLearn  Tensorflow  class sagemaker.sklearn.estimator.SKLearn(entry_point, framework_version='0.20.0', source_dir=None, hyperparameters=None, py_version='py3', image_name=None, **kwargs)  class sagemaker.tensorflow.estimator.TensorFlow(training_steps=None, evaluation_steps=None, checkpoint_path=None, py_version='py2', framework_version=None, model_dir=None, requirements_file='', image_name=None, script_mode=False, distributions=None, **kwargs)   Tensorflow has requirements_file parameter, while SKLearn does not. Is there reason why? How can I add requirements.txt to SKLearn estimator? 	
55947978	EB deployment fails with &#39;requirements.txt&#39; returned non-zero exit status&#39; - No matching distribution found for pywin32==224	I'm just trying to get my application running on EB - but when I run eb deploy, it uploads the code and then the console runs into an error before the app is running.     Command failed on instance. Return code: 1 Output: (TRUNCATED)...) File '/usr/lib64/python2.7/subprocess.py', line 190, in check_call raise CalledProcessError(retcode, cmd) CalledProcessError: Command '/opt/python/run/venv/bin/pip install -r /opt/python/ondeck/app/requirements.txt' returned non-zero exit status 1. Hook /opt/elasticbeanstalk/hooks/appdeploy/pre/03deploy.py failed. For more detail, check /var/log/eb-activity.log using console or EB CLI.   I check the logs to see where the error is with regard to requirements.txt, and this is what I can see:  var/log/eb-commandprocessor.log -------------------------------------    https://files.pythonhosted.org/packages/61/28/1d3920e4d1d50b19bc5d24398a7cd85cc7b9a75a490570d5a30c57622d34/pytz-2018.9-py2.py3-none-any.whl   Collecting pywin32==224 (from -r /opt/python/ondeck/app/requirements.txt (line 92))     Could not find a version that satisfies the requirement pywin32==224 (from -r /opt/python/ondeck/app/requirements.txt (line 92)) (from versions: )   No matching distribution found for pywin32==224 (from -r /opt/python/ondeck/app/requirements.txt (line 92))   You are using pip version 9.0.1, however version 19.1 is available.   You should consider upgrading via the 'pip install --upgrade pip' command.   2019-05-02 07:33:21,688 ERROR    Error installing dependencies: Command '/opt/python/run/venv/bin/pip install -r /opt/python/ondeck/app/requirements.txt' returned non-zero exit status 1   Traceback (most recent call last):     File '/opt/elasticbeanstalk/hooks/appdeploy/pre/03deploy.py', line 22, in main       install_dependencies()     File '/opt/elasticbeanstalk/hooks/appdeploy/pre/03deploy.py', line 18, in install_dependencies       check_call('%s install -r %s' % (os.path.join(APP_VIRTUAL_ENV, 'bin', 'pip'), requirements_file), shell=True)     File '/usr/lib64/python2.7/subprocess.py', line 190, in check_call       raise CalledProcessError(retcode, cmd)   CalledProcessError: Command '/opt/python/run/venv/bin/pip install -r /opt/python/ondeck/app/requirements.txt' returned non-zero exit status 1 (Executor::NonZeroExitStatus)   On my virtual env, these are the relevant parts of my requirements.txt  pypiwin32==223 pywin32==224    I'm running python version 3.7.2, Django version 2.1  I've seen a few threads on this elsewhere, but no definitive answer about what to do...? 	
55783188	No matching distribution found for Babel==2.3.4	I am trying to install Odoo in a local environment.  I installed the newest version of Python3 and also updated my .bash_profile file like this:  # Setting PATH for Python 3.5 # The orginal version is saved in .bash_profile.pysave PATH='/Library/Frameworks/Python.framework/Versions/3.5/bin:${PATH}' export PATH if which rbenv &gt; /dev/null; then eval '$(rbenv init -)'; fi if which rbenv &gt; /dev/null; then eval '$(rbenv init -)'; fi  alias python='/usr/local/bin/python3'   if i try to run Odoo like this:   ./odoo-bin --addons-path=addons,../mymodules --db-filter=mydb$   i get:   ./odoo-bin --addons-path=addons,../mymodules --db-filter=mydb$ Traceback (most recent call last): File './odoo-bin', line 5, in &lt;module&gt; import odoo File '/Users/separator/odoo/odoo/__init__.py', line 74, in &lt;module&gt; import babel ImportError: No module named 'babel'   now when im trying to instal the requirements like this:  pip3 install -r requirements.txt   i get:   pip3 install -r requirements.txt Ignoring gevent: markers 'sys_platform != 'win32' and python_version &gt;=  '3.7'' don't match your environment Ignoring greenlet: markers 'python_version &gt;= '3.7'' don't match your  environment Ignoring lxml: markers 'sys_platform != 'win32' and python_version &gt;= '3.7'' don't match your environment Ignoring lxml: markers 'sys_platform == 'win32'' don't match your environment Ignoring pypiwin32: markers 'sys_platform == 'win32'' don't match your environment Collecting Babel==2.3.4 (from -r requirements.txt (line 1)) Could not find a version that satisfies the requirement Babel==2.3.4 (from -r requirements.txt (line 1)) (from versions: ) No matching distribution found for Babel==2.3.4 (from -r requirements.txt (line 1))   When using   pip install -r requirements.txt   it installs the them just fine but in the Python2.7 folder and not in the Python3.x which i need to use because of the Odoo12 which only supports Python3.x  i even uninstalled python from my mac (both versions) and re-installed them but it didn't fix the issue im trying to fix this for days but no joy. any help would be appreciated!  thanks in advance! 	
43264418	How to phrase requirements around cyber security?	I'm stuck trying to write software requirements around cyber security.  I'm designing a system where two devices communicate over Bluetooth, and (for example) I am going to (1) enable the BLE feature to help guard against Man-in-the-Middle attacks, and (2) add more code to make it even less likely.  Where I'm stuck, is writing the requirement for this feature.  I can't say 'The app shall prevent Man-in-the-Middle attacks' because that's not testable.  I can't say 'The app shall work really hard to prevent Man-in-the-Middle attacks' because it sounds stupid and is not testable.  I have similar problems writing the requirements for the code I'm implementing to guard against Denial of Service attacks and general eavesdropping.  Note that I'm not asking how to do this in Bluetooth - I'm looking for help in writing the requirements document for this application so that the resulting requirements are 'Unambiguous, Testable (verifiable), Clear (concise, terse, simple, precise), Correct, Understandable, Feasible (realistic, possible), Independent, and Atomic.' 	TRUE
55663926	Project Requirement Dependencies or Limitation	I would like to apologize first if the title is misleading. What I would like to find out is when a product need to be able to run in the browser, iOS, and Android, what minimum system or software limitation that we need to inform the client? like the product only supports below system or software:  For website  - minimum Chrome version 70   minimum Safari version 11 minimum Firefox version 60 minimum Microsoft Edge version 40 Screen resolution (width x height) for desktop, laptop, tablet and smartphone like 2880×1800, 2732x2048, 2560x1600, 1366x768, 2048x1536, 1280x800, and etc   For OS   Windows 10 and above MacOS version 9 and above iOS version 10 and above Android version 7 and above   For native app   iOS and Android app will not be 100% in term of UI and UX. Similarity range is 70% to 95%. For example, Whatsapp or Facebook UI and UX is not 100% the same for both iOS and Android platform.   If anyone has more to add please share it here. thanks!  I have a bad experience that the company PM did not specify system or software limitation or dependencies in the contract and made the developer have to write code to support the old version of the browser or platform which delay the project delivery for almost 4 months LOL. At least if we tell the client that the product can only support a certain platform or browser, then we all have mutual understanding. 	
54668439	When shall I create UML diagrams when developing software?	I am currently working on a new software and I am not sure how to go on.  I already started coding before having a good plan.  My opinion was to start with below sequence   Create User Stories Create BMSC &amp; Hsmc Code the required features Test Refactor &amp; solve bugs   Now I want to know where do I put the UML Diagram, before coding or after coding? 	TRUE
16475979	What is the difference between functional and non functional requirement?	What is the difference between functional and non-functional requirements in the context of designing a software system?  Give examples for each case. 	TRUE
213303	Software Requirements Analysis	There are many tools out there for writing and managing requirements, but are there any good ones for reviewing them?    I'm not talking about managing reviews, but automation tools that look for common requirement blunders (such as using negative requirements, or ones that are worded in a way that makes testing difficult). More of a screening tool that someone writing requirements can use to screen their document before distributing to a group of reviewers so that the review process need not be slowed down by everyone commenting on the same easily recognizable issues.  I'm curious if anyone's used anything like this in the past. 	TRUE
